triple;exact_accuracy;gold_triple_exact;partial_accuracyV2;gold_triple_partialV2
('World War I', 'OCCURRED_IN', 'Yser Front, Belgium');False;;True;[('List of ships of World War II (G)', 'OCCURRED_IN', '1000'), ('List of ships of World War II (G)', 'OCCURRED_IN', '1000'), ('List of ships of World War II (G)', 'OCCURRED_IN', '1000'), ('List of ships of World War II (G)', 'OCCURRED_IN', '1935'), ('List of ships of World War II (G)', 'OCCURRED_IN', '1936'), ('List of ships of World War II (G)', 'OCCURRED_IN', '1936'), ('List of ships of World War II (G)', 'OCCURRED_IN', '1936'), ('List of ships of World War II (G)', 'OCCURRED_IN', '1936'), ('List of ships of World War II (W)', 'OCCURRED_IN', '1000'), ('List of ships of World War II (W)', 'OCCURRED_IN', '1000'), ('List of ships of World War II (W)', 'OCCURRED_IN', '1000'), ('List of ships of World War II (W)', 'OCCURRED_IN', '1936'), ('List of ships of World War II (W)', 'OCCURRED_IN', '1934'), ('List of ships of World War II (W)', 'OCCURRED_IN', '1928'), ('World War I', 'OCCURRED_IN', '1918'), ('World War I', 'OCCURRED_IN', '1916'), ('Category:World War I', 'OCCURRED_IN', '1917'), ('Category:World War I', 'OCCURRED_IN', '1915'), ('Category:World War I', 'OCCURRED_IN', '1916'), ('Category:World War I', 'OCCURRED_IN', '1914'), ('Category:World War I', 'OCCURRED_IN', '1918'), ('World War I', 'OCCURRED_IN', '1916'), ('World War I', 'OCCURRED_IN', '1918'), ('World War I', 'OCCURRED_IN', '1917'), ('World War I', 'OCCURRED_IN', '1917'), ('World War I', 'OCCURRED_IN', '1917'), ('World War I', 'OCCURRED_IN', '1918'), ('World War I', 'OCCURRED_IN', '1918'), ('World War I', 'OCCURRED_IN', '1916'), ('World War I', 'OCCURRED_IN', '1918'), ('World War I', 'OCCURRED_IN', '1918'), ('World War I', 'OCCURRED_IN', '1917'), ('World War I', 'OCCURRED_IN', '1918'), ('World War I', 'wikiPageWikiLink', 'Belgium'), ('World War I', 'OCCURRED_IN', '1923'), ('World War I', 'OCCURRED_IN', '1917'), ('World War I', 'OCCURRED_IN', '1868'), ('World War I', 'OCCURRED_IN', '1905'), ('World War I', 'OCCURRED_IN', '1916'), ('World War I', 'OCCURRED_IN', '1917'), ('World War I', 'OCCURRED_IN', '1917'), ('World War I', 'OCCURRED_IN', '1917'), ('World War I', 'OCCURRED_IN', '1922'), ('World War I', 'OCCURRED_IN', '1878'), ('World War I', 'OCCURRED_IN', '1907'), ('World War I', 'OCCURRED_IN', '1902'), ('World War I', 'OCCURRED_IN', '1919'), ('World War I', 'OCCURRED_IN', '1929'), ('World War I', 'OCCURRED_IN', '1922'), ('World War I', 'OCCURRED_IN', '1917'), ('World War I', 'OCCURRED_IN', '1918'), ('World War I', 'OCCURRED_IN', '1916'), ('World War I', 'OCCURRED_IN', '1918'), ('World War I', 'OCCURRED_IN', '1907'), ('World War I', 'OCCURRED_IN', '1878'), ('World War I', 'OCCURRED_IN', '1916'), ('World War I', 'OCCURRED_IN', '1918'), ('World War I', 'OCCURRED_IN', '1839'), ('World War I', 'OCCURRED_IN', '1913'), ('World War I', 'OCCURRED_IN', '1915'), ('World War I', 'OCCURRED_IN', '1919'), ('World War I', 'OCCURRED_IN', '1882'), ('World War I', 'OCCURRED_IN', '1921'), ('World War I', 'OCCURRED_IN', '1921'), ('World War I', 'OCCURRED_IN', '1921'), ('World War I', 'OCCURRED_IN', '1879'), ('World War I', 'OCCURRED_IN', '1930'), ('World War I', 'OCCURRED_IN', '1917'), ('World War I', 'OCCURRED_IN', '1919'), ('World War I', 'OCCURRED_IN', '1920'), ('World War I', 'OCCURRED_IN', '1917'), ('World War I', 'OCCURRED_IN', '1914'), ('World War I', 'OCCURRED_IN', '2018'), ('World War I', 'OCCURRED_IN', '2022'), ('World War I', 'OCCURRED_IN', '1939'), ('World War I', 'OCCURRED_IN', '1939'), ('World War I', 'OCCURRED_IN', '1916'), ('World War I', 'OCCURRED_IN', '1939'), ('World War I', 'OCCURRED_IN', '1918'), ('World War I', 'OCCURRED_IN', '1916'), ('World War I', 'OCCURRED_IN', '1915'), ('World War I', 'OCCURRED_IN', '1932'), ('World War I', 'OCCURRED_IN', '1918'), ('World War I', 'OCCURRED_IN', '1917'), ('World War I', 'OCCURRED_IN', '1920'), ('World War I', 'OCCURRED_IN', '1918'), ('World War I', 'OCCURRED_IN', '1914'), ('World War I', 'OCCURRED_IN', '1914'), ('World War I', 'OCCURRED_IN', '1914'), ('World War I', 'OCCURRED_IN', '1918'), ('World War I', 'OCCURRED_IN', '1916'), ('World War I', 'OCCURRED_IN', '1918'), ('World War I', 'OCCURRED_IN', '3289'), ('World War I', 'OCCURRED_IN', '1917'), ('World War I', 'OCCURRED_IN', '1914'), ('World War I', 'OCCURRED_IN', '1923'), ('World War I', 'OCCURRED_IN', '1914'), ('World War I', 'OCCURRED_IN', '1917'), ('World War I', 'OCCURRED_IN', '1918'), ('World War I', 'OCCURRED_IN', '1917'), ('World War I', 'OCCURRED_IN', '2019'), ('World War I', 'OCCURRED_IN', '1917'), ('World War I', 'OCCURRED_IN', '1908'), ('World War I', 'OCCURRED_IN', '1914'), ('World War I', 'OCCURRED_IN', '1878'), ('World War I', 'OCCURRED_IN', '1982'), ('World War I', 'OCCURRED_IN', '1918'), ('World War I', 'OCCURRED_IN', '1919'), ('World War I', 'OCCURRED_IN', '1918'), ('World War I', 'OCCURRED_IN', '1918'), ('World War I', 'OCCURRED_IN', '1899'), ('World War I', 'OCCURRED_IN', '1916'), ('World War I', 'OCCURRED_IN', '1914'), ('World War I', 'OCCURRED_IN', '1917'), ('World War I', 'OCCURRED_IN', '1920'), ('World War I', 'OCCURRED_IN', '1917'), ('World War I', 'OCCURRED_IN', '1914'), ('World War I', 'OCCURRED_IN', '2014'), ('World War I', 'OCCURRED_IN', '3850'), ('World War I', 'OCCURRED_IN', '1915'), ('World War I', 'OCCURRED_IN', '1603'), ('World War I', 'OCCURRED_IN', '1914'), ('World War I', 'OCCURRED_IN', '1922'), ('World War I', 'OCCURRED_IN', '1919'), ('World War I', 'OCCURRED_IN', '1921'), ('World War I', 'OCCURRED_IN', '1921'), ('World War I', 'OCCURRED_IN', '1921'), ('World War II', 'OCCURRED_IN', '1945'), ('Category:World War II', 'OCCURRED_IN', '1939'), ('Category:World War II', 'OCCURRED_IN', '1940'), ('Category:World War II', 'OCCURRED_IN', '1941'), ('Category:World War II', 'OCCURRED_IN', '1942'), ('Category:World War II', 'OCCURRED_IN', '1943'), ('Category:World War II', 'OCCURRED_IN', '1944'), ('Category:World War II', 'OCCURRED_IN', '1945'), ('World War II', 'OCCURRED_IN', '1939'), ('World War II', 'OCCURRED_IN', '1940'), ('World War II', 'OCCURRED_IN', '1941'), ('World War II', 'OCCURRED_IN', '1942'), ('World War II', 'OCCURRED_IN', '1943'), ('World War II', 'OCCURRED_IN', '1944'), ('World War II', 'OCCURRED_IN', '1945'), ('World War II', 'OCCURRED_IN', '1938'), ('World War II', 'OCCURRED_IN', '1939'), ('World War II', 'OCCURRED_IN', '1939'), ('World War II', 'OCCURRED_IN', '1940'), ('World War II', 'OCCURRED_IN', '1941'), ('World War II', 'OCCURRED_IN', '1942'), ('World War II', 'OCCURRED_IN', '1943'), ('World War II', 'OCCURRED_IN', '1944'), ('World War II', 'OCCURRED_IN', '1945'), ('World War II', 'OCCURRED_IN', '1939'), ('World War II', 'OCCURRED_IN', '1941'), ('World War II', 'OCCURRED_IN', '1941'), ('World War II', 'OCCURRED_IN', '1944'), ('World War II', 'OCCURRED_IN', '1941'), ('World War II', 'OCCURRED_IN', '1945'), ('World War II', 'OCCURRED_IN', '1941'), ('World War II', 'OCCURRED_IN', '1939'), ('World War II', 'OCCURRED_IN', '1945'), ('World War II', 'OCCURRED_IN', '1944'), ('World War II', 'OCCURRED_IN', '1945'), ('World War II', 'OCCURRED_IN', '1942'), ('World War II', 'OCCURRED_IN', '1941'), ('World War II', 'OCCURRED_IN', '1943'), ('World War II', 'wikiPageWikiLink', 'Belgium'), ('World War II', 'OCCURRED_IN', '1943'), ('World War II', 'OCCURRED_IN', '1949'), ('World War III', 'OCCURRED_IN', '1941'), ('World War III', 'OCCURRED_IN', '2017'), ('World War III', 'OCCURRED_IN', '2022'), ('World War III', 'wikiPageWikiLink', 'Belgium'), ('World War III', 'OCCURRED_IN', '1961'), ('World War III', 'OCCURRED_IN', '2022'), ('World War III', 'OCCURRED_IN', '1983'), ('World War III', 'OCCURRED_IN', '1979'), ('World War III', 'OCCURRED_IN', '2016'), ('World War III', 'OCCURRED_IN', '2022'), ('World War III', 'OCCURRED_IN', '2022'), ('World War III', 'OCCURRED_IN', '2015'), ('World War III', 'OCCURRED_IN', '1990'), ('World War III', 'OCCURRED_IN', '1945'), ('World War III', 'OCCURRED_IN', '1961'), ('World War III', 'OCCURRED_IN', '8627'), ('World War III', 'OCCURRED_IN', '1987')]
('The Yser Testament', 'OCCURS_ON', '11/07/1917');False;;True;[('Yser Testament', 'OCCURRED_IN', '1917'), ('Yser Testament', 'OCCURRED_IN', '1917'), ('Yser Testament', 'OCCURRED_IN', '1917'), ('Yser Testament', 'OCCURRED_IN', '1917'), ('Yser Testament', 'OCCURRED_IN', '1917'), ('Yser Testament', 'OCCURRED_IN', '1917')]
('Clifton Hurburgh', 'BORN_ON', '15/01/1917');True;[('Clifton Hurburgh', 'BORN_ON', '1917'), ('Clifton Hurburgh', 'BORN_ON', '1917')];True;[('Clifton Hurburgh', 'BORN_IN', '1917'), ('Clifton Hurburgh', 'BORN_ON', '1917'), ('Clifton Hurburgh', 'BORN_IN', '1917'), ('Clifton Hurburgh', 'BORN_ON', '1917')]
('Clifton Hurburgh', 'DIED_ON', '30/07/2011');True;[('Clifton Hurburgh', 'DIED_ON', '2011'), ('Clifton Hurburgh', 'DIED_ON', '2011')];True;[('Clifton Hurburgh', 'DIED_IN', '2011'), ('Clifton Hurburgh', 'DIED_ON', '2011'), ('Clifton Hurburgh', 'DIED_IN', '2011'), ('Clifton Hurburgh', 'DIED_ON', '2011')]
('Clifton Hurburgh', 'HAS_NATIONALITY', 'Australian');False;;True;[('Clifton Hurburgh', 'subject', 'Australian cricketers'), ('Clifton Hurburgh', 'wikiPageWikiLink', 'Australian cricketers')]
('Clifton Hurburgh', 'BORN_IN', 'Hobart');True;[('Clifton Hurburgh', 'BORN_IN', 'Hobart, Tasmania, Australia'), ('Clifton Hurburgh', 'BORN_IN', 'Hobart')];True;[('Clifton Hurburgh', 'DIED_IN', 'Hobart, Tasmania, Australia'), ('Clifton Hurburgh', 'deathPlace', 'Hobart, Tasmania, Australia'), ('Clifton Hurburgh', 'BORN_IN', 'Hobart, Tasmania, Australia'), ('Clifton Hurburgh', 'birthPlace', 'Hobart, Tasmania, Australia'), ('Clifton Hurburgh', 'BORN_IN', 'Hobart'), ('Clifton Hurburgh', 'birthPlace', 'Hobart'), ('Clifton Hurburgh', 'BORN_IN', 'http://dbpedia.org/resource/Tasmania'), ('Clifton Hurburgh', 'DIED_IN', 'Hobart'), ('Clifton Hurburgh', 'deathPlace', 'Hobart'), ('Clifton Hurburgh', 'subject', 'Cricketers from Hobart'), ('Clifton Hurburgh', 'BORN_IN', '1917'), ('Clifton Hurburgh', 'wikiPageWikiLink', 'Hobart'), ('Clifton Hurburgh', 'wikiPageWikiLink', 'Cricketers from Hobart'), ('Clifton Hurburgh', 'BORN_IN', '1917')]
('Wired for Sound', 'RECORDED_BY', 'Cliff Richard');True;[('Wired for Sound (song)', 'RECORDED_BY', 'Cliff Richard'), ('Wired for Sound (song)', 'RECORDED_BY', 'Cliff Richard'), ('Wired for Sound (song)', 'RECORDED_BY', 'Cliff Richard'), ('Wired for Sound', 'RECORDED_BY', 'Cliff Richard'), ('Wired for Sound', 'RECORDED_BY', 'Cliff Richard')];True;[('Wired for Sound (song)', 'RECORDED_BY', 'Cliff Richard'), ('Wired for Sound (song)', 'artist', 'Cliff Richard'), ('Wired for Sound (song)', 'cover', 'Wired for Sound Cliff Richard single sleeve.jpg'), ('Wired for Sound (song)', 'subject', 'Cliff Richard songs'), ('Wired for Sound (song)', 'wikiPageWikiLink', 'Cliff Richard songs'), ('Wired for Sound (song)', 'wikiPageWikiLink', 'Cliff Richard'), ('Wired for Sound (song)', 'wikiPageWikiLink', 'A Little in Love (Cliff Richard song)'), ('Wired for Sound (song)', 'RECORDED_BY', 'Cliff Richard'), ('Wired for Sound (song)', 'artist', 'Cliff Richard'), ('Wired for Sound (song)', 'prevTitle', 'A Little in Love (Cliff Richard song)'), ('Wired for Sound (song)', 'RECORDED_BY', 'Cliff Richard'), ('Wired for Sound (song)', 'artist', 'Cliff Richard'), ('Wired for Sound (song)', 'previousWork', 'A Little in Love (Cliff Richard song)'), ('Wired for Sound', 'RECORDED_BY', 'Cliff Richard'), ('Wired for Sound', 'artist', 'Cliff Richard'), ('Wired for Sound', 'subject', 'Cliff Richard albums'), ('Wired for Sound', 'wikiPageWikiLink', 'Cliff Richard albums'), ('Wired for Sound', 'wikiPageWikiLink', 'Cliff Richard'), ('Wired for Sound', 'wikiPageWikiLink', 'Love Songs (Cliff Richard album)'), ('Wired for Sound', 'RECORDED_BY', 'Cliff Richard'), ('Wired for Sound', 'artist', 'Cliff Richard'), ('Wired for Sound', 'prevTitle', 'Love Songs (Cliff Richard album)')]
('Wired for Sound', 'WRITTEN_BY', 'Alan Tarney');True;[('Wired for Sound (song)', 'WRITTEN_BY', 'Alan Tarney'), ('Wired for Sound (song)', 'WRITTEN_BY', 'Alan Tarney')];True;[('Wired for Sound (song)', 'PRODUCED_BY', 'Alan Tarney'), ('Wired for Sound (song)', 'producer', 'Alan Tarney'), ('Wired for Sound (song)', 'subject', 'Song recordings produced by Alan Tarney'), ('Wired for Sound (song)', 'subject', 'Songs written by Alan Tarney'), ('Wired for Sound (song)', 'wikiPageWikiLink', 'Alan Tarney'), ('Wired for Sound (song)', 'wikiPageWikiLink', 'Song recordings produced by Alan Tarney'), ('Wired for Sound (song)', 'wikiPageWikiLink', 'Songs written by Alan Tarney'), ('Wired for Sound (song)', 'WRITTEN_BY', 'Alan Tarney'), ('Wired for Sound (song)', 'writer', 'Alan Tarney'), ('Wired for Sound (song)', 'WRITTEN_BY', 'B.A. Robertson'), ('Wired for Sound (song)', 'PRODUCED_BY', 'Alan Tarney'), ('Wired for Sound (song)', 'producer', 'Alan Tarney'), ('Wired for Sound (song)', 'WRITTEN_BY', 'Alan Tarney'), ('Wired for Sound (song)', 'writer', 'Alan Tarney'), ('Wired for Sound (song)', 'WRITTEN_BY', 'B.A. Robertson'), ('Wired for Sound', 'subject', 'Albums produced by Alan Tarney'), ('Wired for Sound', 'wikiPageWikiLink', 'Alan Tarney'), ('Wired for Sound', 'wikiPageWikiLink', 'Albums produced by Alan Tarney')]
('Wired for Sound', 'WRITTEN_BY', 'B.A. Robertson');True;[('Wired for Sound (song)', 'WRITTEN_BY', 'B.A. Robertson'), ('Wired for Sound (song)', 'WRITTEN_BY', 'B.A. Robertson')];True;[('Wired for Sound (song)', 'wikiPageWikiLink', 'B.A. Robertson'), ('Wired for Sound (song)', 'WRITTEN_BY', 'Alan Tarney'), ('Wired for Sound (song)', 'WRITTEN_BY', 'B.A. Robertson'), ('Wired for Sound (song)', 'writer', 'B.A. Robertson'), ('Wired for Sound (song)', 'WRITTEN_BY', 'Alan Tarney'), ('Wired for Sound (song)', 'WRITTEN_BY', 'B.A. Robertson'), ('Wired for Sound (song)', 'writer', 'B.A. Robertson')]
('Wired for Sound', 'FEATURED_IN', 'Wired for Sound');False;;True;[('Wired for Sound (song)', 'label', 'Wired for Sound (song)'), ('Wired for Sound (song)', 'name', 'Wired for Sound'), ('Wired for Sound (song)', 'name', 'Wired for Sound'), ('Wired for Sound (song)', 'cover', 'Wired for Sound Cliff Richard single sleeve.jpg'), ('Wired for Sound (song)', 'title', 'Wired for Sound'), ('Wired for Sound (song)', 'wikiPageWikiLink', 'Wired for Sound'), ('Wired for Sound (song)', 'sameAs', 'Wired for Sound'), ('Wired for Sound (song)', 'sameAs', 'Wired for Sound (song)'), ('Wired for Sound (song)', 'album', 'Wired for Sound'), ('Wired for Sound (song)', 'wasDerivedFrom', 'Wired for Sound (song)?oldid=1097280639&ns=0'), ('Wired for Sound (song)', 'album', 'Wired for Sound'), ('Wired for Sound (song)', 'isPrimaryTopicOf', 'Wired for Sound (song)'), ('Wired for Sound', 'label', 'Wired for Sound'), ('Wired for Sound', 'name', 'Wired for Sound'), ('Wired for Sound', 'cover', 'Wired for Sound.jpg'), ('Wired for Sound', 'title', 'Wired for Sound'), ('Wired for Sound', 'wikiPageWikiLink', 'Wired for Sound (song)'), ('Wired for Sound', 'sameAs', 'Wired for Sound'), ('Wired for Sound', 'sameAs', 'Wired for Sound'), ('Wired for Sound', 'sameAs', 'Wired for Sound'), ('Wired for Sound', 'wasDerivedFrom', 'Wired for Sound?oldid=1113283949&ns=0'), ('Wired for Sound', 'isPrimaryTopicOf', 'Wired for Sound')]
('Wired for Sound', 'RELEASED_BY', 'EMI Records');True;[('Wired for Sound (song)', 'RELEASED_BY', 'EMI Records')];True;[('Wired for Sound (song)', 'subject', 'EMI Records singles'), ('Wired for Sound (song)', 'wikiPageWikiLink', 'EMI Records singles'), ('Wired for Sound (song)', 'wikiPageWikiLink', 'EMI Records'), ('Wired for Sound (song)', 'label', 'EMI Records'), ('Wired for Sound (song)', 'RELEASED_BY', 'EMI Records'), ('Wired for Sound (song)', 'recordLabel', 'EMI Records'), ('Wired for Sound', 'subject', 'EMI Records albums'), ('Wired for Sound', 'wikiPageWikiLink', 'EMI Records albums'), ('Wired for Sound', 'wikiPageWikiLink', 'EMI Records'), ('Wired for Sound', 'label', 'EMI Records')]
('Wired for Sound Music Video', 'LOCATED_IN', 'Milton Keynes Shopping Centre');False;;True;[('Wired for Sound (song)', 'wikiPageWikiLink', 'Milton Keynes Shopping Centre'), ('Wired for Sound', 'wikiPageWikiLink', 'Milton Keynes')]
('Pinckney Corners Cemetery', 'LISTED_ON', 'Pinckney Corners Cemetery');False;;True;[('Pinckney Corners Cemetery', 'label', 'Pinckney Corners Cemetery'), ('Pinckney Corners Cemetery', 'name', 'Pinckney Corners Cemetery'), ('Pinckney Corners Cemetery', 'name', 'Pinckney Corners Cemetery'), ('Pinckney Corners Cemetery', 'wikiPageWikiLink', 'Cemetery'), ('Pinckney Corners Cemetery', 'sameAs', 'Pinckney Corners Cemetery'), ('Pinckney Corners Cemetery', 'sameAs', 'Pinckney Corners Cemetery'), ('Pinckney Corners Cemetery', 'hypernym', 'Cemetery'), ('Pinckney Corners Cemetery', 'wasDerivedFrom', 'Pinckney Corners Cemetery?oldid=1093023814&ns=0'), ('Pinckney Corners Cemetery', 'isPrimaryTopicOf', 'Pinckney Corners Cemetery')]
('Pinckney Corners Cemetery', 'ESTABLISHED_IN', '1810');False;;True;[('Pinckney Corners Cemetery', 'OCCURRED_IN', '1810'), ('Pinckney Corners Cemetery', 'OCCURRED_IN', '1810')]
('Pinckney Corners Cemetery', 'LOCATED_IN', 'Lewis County');False;;True;[('Pinckney Corners Cemetery', 'LOCATED_IN', 'Pinckney Rd., near Copenhagen, New York'), ('Pinckney Corners Cemetery', 'LOCATED_IN', 'Copenhagen, New York'), ('Pinckney Corners Cemetery', 'subject', 'Buildings and structures in Lewis County, New York'), ('Pinckney Corners Cemetery', 'subject', 'National Register of Historic Places in Lewis County, New York'), ('Pinckney Corners Cemetery', 'wikiPageWikiLink', 'Buildings and structures in Lewis County, New York'), ('Pinckney Corners Cemetery', 'wikiPageWikiLink', 'Lewis County, New York'), ('Pinckney Corners Cemetery', 'wikiPageWikiLink', 'National Register of Historic Places in Lewis County, New York')]
('Florence White', 'MEMBER_OF', 'Society of Lady Artists');False;;True;[('Florence White (painter)', 'wikiPageWikiLink', 'Society of Lady Artists')]
('Florence White', 'CREATED', 'White Treasures');False;;True;[('Florence White (painter)', 'wikiPageWikiLink', 'http://dbpedia.org/resource/File:Florence White - White Treasures.jpg')]
('Florence White', 'EXHIBITED_IN', 'The Exhibition of the Royal Academy of Arts');False;;True;[('Florence White (painter)', 'wikiPageWikiLink', 'http://dbpedia.org/resource/Royal Academy of Arts')]
('Florence White', 'DIED_ON', '1932');True;[('Florence White (painter)', 'DIED_ON', '1932'), ('Florence White (painter)', 'DIED_ON', '1932')];True;[('Florence White (painter)', 'DIED_IN', '1932'), ('Florence White (painter)', 'DIED_ON', '1932'), ('Florence White (painter)', 'DIED_IN', '1932'), ('Florence White (painter)', 'DIED_ON', '1932'), ('Florence White', 'OCCURRED_IN', 'Florence White may refer to: \n1932\n1940\n1961'), ('Florence White', 'OCCURRED_IN', 'Florence White may refer to: \n1932\n1940\n1961')]
('Jake Fenlason', 'BORN_ON', '02/02/1993');True;[('Jake Fenlason', 'BORN_ON', '1993'), ('Jake Fenlason', 'BORN_ON', '1993')];True;[('Jake Fenlason', 'OCCURRED_IN', '1993'), ('Jake Fenlason', 'OCCURRED_IN', '1993'), ('Jake Fenlason', 'BORN_IN', '1993'), ('Jake Fenlason', 'BORN_ON', '1993'), ('Jake Fenlason', 'BORN_IN', '1993'), ('Jake Fenlason', 'BORN_ON', '1993')]
('Jake Fenlason', 'HAS_NATIONALITY', 'American');False;;True;[('Jake Fenlason', 'subject', 'American soccer players'), ('Jake Fenlason', 'wikiPageWikiLink', 'American soccer players')]
('Jake Fenlason', 'PART_OF', 'Akron Zips');False;;True;"[('Jake Fenlason', 'subject', ""Akron Zips men's soccer players""), ('Jake Fenlason', 'wikiPageWikiLink', ""Akron Zips men's soccer""), ('Jake Fenlason', 'wikiPageWikiLink', ""Akron Zips men's soccer players""), ('Jake Fenlason', 'EDUCATED_AT', ""Akron Zips men's soccer""), ('Jake Fenlason', 'college', ""Akron Zips men's soccer"")]"
('Jake Fenlason', 'PART_OF', 'Orlando City B');False;;True;[('Jake Fenlason', 'subject', 'Orlando City B players'), ('Jake Fenlason', 'wikiPageWikiLink', 'Orlando City B players'), ('Jake Fenlason', 'wikiPageWikiLink', 'Orlando City B'), ('Jake Fenlason', 'PLAYS_FOR', 'Orlando City B'), ('Jake Fenlason', 'clubs', 'Orlando City B'), ('Jake Fenlason', 'PLAYS_FOR', 'Orlando City B'), ('Jake Fenlason', 'team', 'Orlando City B')]
