triple;exact_accuracy;gold_triple_exact;partial_accuracyV2;gold_triple_partialV2
('Scanning Electron Cryomicroscopy', 'FORM_OF', 'Electron Microscopy');False;;False;
('Scanning Electron Cryomicroscopy', 'IMAGES', 'Cryogenically Fixed Sample');False;;False;
('Asoke Chandra Chatterjee', 'MEMBER_OF', 'Bengal');False;;False;
('High Liner Foods Inc.', 'SELLS', 'United States');False;;False;
('High Liner Foods Inc.', 'SELLS', 'Canada');False;;True;[('High Liner Foods', 'LOCATED_IN', 'Canada'), ('High Liner Foods', 'country', 'Canada')]
('High Liner Foods Inc.', 'SELLS', 'Mexico');False;;False;
('High Liner Foods Inc.', 'OWNS', 'High Liner');False;;True;[('High Liner Foods', 'label', 'High Liner Foods')]
('High Liner Foods Inc.', 'OWNS', 'Fisher Boy');False;;False;
('High Liner Foods Inc.', 'OWNS', 'Mirabel');False;;False;
('High Liner Foods Inc.', 'OWNS', 'Sea Cuisine');False;;False;
('High Liner Foods Inc.', 'OWNS', 'C. Wirthy');False;;False;
('High Liner Foods Inc.', 'OWNS', 'Icelandic Seafood');False;;True;[('High Liner Foods', 'PRODUCES', 'seafood'), ('High Liner Foods', 'product, material, or service produced or provided', 'seafood')]
('High Liner Foods Inc.', 'OWNS', 'Fpi');False;;False;
('Pau Torres Riba', 'PLAYS_FOR', 'Ce Europa');False;;True;[('Pau Torres Riba', 'PLAYS_FOR', 'Deportivo Alavés'), ('Pau Torres Riba', 'PLAYS_FOR', 'AD Ceuta'), ('Pau Torres Riba', 'PLAYS_FOR', 'Terrassa FC'), ('Pau Torres Riba', 'PLAYS_FOR', 'Cartagena FC'), ('Pau Torres Riba', 'PLAYS_FOR', 'UE Sant Andreu'), ('Pau Torres Riba', 'PLAYS_FOR', 'CD San Roque de Lepe'), ('Pau Torres Riba', 'PLAYS_FOR', 'Club Lleida Esportiu'), ('Pau Torres Riba', 'PLAYS_FOR', 'FC Barcelona C'), ('Pau Torres Riba', 'PLAYS_FOR', 'Real Valladolid'), ('Pau Torres Riba', 'PLAYS_FOR', 'FC Barcelona Atlètic'), ('Pau Torres Riba', 'PLAYS_FOR', 'Real Valladolid'), ('Pau Torres Riba', 'PLAYS_FOR', 'FC Barcelona Atlètic'), ('Pau Torres Riba', 'PLAYS_FOR', 'Deportivo Alavés'), ('Pau Torres Riba', 'PLAYS_FOR', 'AD Ceuta'), ('Pau Torres Riba', 'PLAYS_FOR', 'Terrassa FC'), ('Pau Torres Riba', 'PLAYS_FOR', 'Cartagena FC'), ('Pau Torres Riba', 'PLAYS_FOR', 'UE Sant Andreu'), ('Pau Torres Riba', 'PLAYS_FOR', 'CD San Roque de Lepe'), ('Pau Torres Riba', 'PLAYS_FOR', 'Club Lleida Esportiu'), ('Pau Torres Riba', 'PLAYS_FOR', 'FC Barcelona C')]
('Pau Torres Riba', 'BIRTHPLACE', 'Anoia');False;;False;
('Pau Torres Riba', 'BIRTHPLACE', 'Province Of Barcelona');False;;False;
('Pau Torres Riba', 'PLAYS_AS', 'Goalkeeper');False;;True;[('Pau Torres Riba', 'position played on team / speciality', 'goalkeeper'), ('Pau Torres Riba', 'position played on team / speciality', 'goalkeeper')]
('Pau Torres Riba', 'PARTICIPATED_IN', 'Segunda División');False;;False;
('Pau Torres Riba', 'PARTICIPATED_IN', 'Segunda División B');False;;False;
('Pau Torres Riba', 'PARTICIPATED_IN', 'Tercera División');False;;False;
('Pau Torres Riba', 'PARTICIPATED_IN', 'Primera Federación');False;;False;
('Pau Torres Riba', 'PARTICIPATED_IN', 'Segunda Federación');False;;False;
('Pau Torres Riba', 'PLAYED_FOR', 'Fc Barcelona C');False;;True;[('Pau Torres Riba', 'PLAYS_FOR', 'FC Barcelona C'), ('Pau Torres Riba', 'member of sports team', 'FC Barcelona C'), ('Pau Torres Riba', 'PLAYS_FOR', 'FC Barcelona C'), ('Pau Torres Riba', 'member of sports team', 'FC Barcelona C')]
('Pau Torres Riba', 'PLAYED_FOR', 'Fc Barcelona Atlètic');False;;True;[('Pau Torres Riba', 'PLAYS_FOR', 'FC Barcelona Atlètic'), ('Pau Torres Riba', 'member of sports team', 'FC Barcelona Atlètic'), ('Pau Torres Riba', 'PLAYS_FOR', 'FC Barcelona Atlètic'), ('Pau Torres Riba', 'member of sports team', 'FC Barcelona Atlètic')]
('Pau Torres Riba', 'PLAYED_FOR', 'Terrassa Fc');False;;True;[('Pau Torres Riba', 'PLAYS_FOR', 'Terrassa FC'), ('Pau Torres Riba', 'member of sports team', 'Terrassa FC'), ('Pau Torres Riba', 'PLAYS_FOR', 'Terrassa FC'), ('Pau Torres Riba', 'member of sports team', 'Terrassa FC')]
('Pau Torres Riba', 'PLAYED_FOR', 'Ue Sant Andreu');False;;True;[('Pau Torres Riba', 'PLAYS_FOR', 'UE Sant Andreu'), ('Pau Torres Riba', 'member of sports team', 'UE Sant Andreu'), ('Pau Torres Riba', 'PLAYS_FOR', 'UE Sant Andreu'), ('Pau Torres Riba', 'member of sports team', 'UE Sant Andreu')]
('Pau Torres Riba', 'PLAYED_FOR', 'Cd San Roque De Lepe');False;;True;[('Pau Torres Riba', 'PLAYS_FOR', 'CD San Roque de Lepe'), ('Pau Torres Riba', 'member of sports team', 'CD San Roque de Lepe'), ('Pau Torres Riba', 'PLAYS_FOR', 'CD San Roque de Lepe'), ('Pau Torres Riba', 'member of sports team', 'CD San Roque de Lepe')]
('Pau Torres Riba', 'PLAYED_FOR', 'Ad Ceuta');False;;True;[('Pau Torres Riba', 'PLAYS_FOR', 'AD Ceuta'), ('Pau Torres Riba', 'member of sports team', 'AD Ceuta'), ('Pau Torres Riba', 'PLAYS_FOR', 'AD Ceuta'), ('Pau Torres Riba', 'member of sports team', 'AD Ceuta')]
('Pau Torres Riba', 'PLAYED_FOR', 'Lleida Esportiu');False;;True;[('Pau Torres Riba', 'PLAYS_FOR', 'Club Lleida Esportiu'), ('Pau Torres Riba', 'member of sports team', 'Club Lleida Esportiu'), ('Pau Torres Riba', 'PLAYS_FOR', 'Club Lleida Esportiu'), ('Pau Torres Riba', 'member of sports team', 'Club Lleida Esportiu')]
('Pau Torres Riba', 'PLAYED_FOR', 'Deportivo Alavés');False;;True;[('Pau Torres Riba', 'PLAYS_FOR', 'Deportivo Alavés'), ('Pau Torres Riba', 'member of sports team', 'Deportivo Alavés'), ('Pau Torres Riba', 'PLAYS_FOR', 'Deportivo Alavés'), ('Pau Torres Riba', 'member of sports team', 'Deportivo Alavés')]
('Pau Torres Riba', 'PLAYED_FOR', 'Real Valladolid');False;;True;[('Pau Torres Riba', 'PLAYS_FOR', 'Real Valladolid'), ('Pau Torres Riba', 'member of sports team', 'Real Valladolid'), ('Pau Torres Riba', 'PLAYS_FOR', 'Real Valladolid'), ('Pau Torres Riba', 'member of sports team', 'Real Valladolid')]
('Pau Torres Riba', 'PLAYED_FOR', 'Fc Cartagena');False;;True;[('Pau Torres Riba', 'PLAYS_FOR', 'Cartagena FC'), ('Pau Torres Riba', 'member of sports team', 'Cartagena FC'), ('Pau Torres Riba', 'PLAYS_FOR', 'Cartagena FC'), ('Pau Torres Riba', 'member of sports team', 'Cartagena FC')]
('Pau Torres Riba', 'PLAYED_FOR', 'Zamora Cf');False;;False;
('Pau Torres Riba', 'PLAYED_FOR', 'Ucam Murcia Cf');False;;False;
('Assim Jamal', 'DEBUTED_IN', 'Kurukshetra');False;;False;
('Assim Jamal', 'ACTED_IN', 'Kurukshetra');False;;False;
('Assim Jamal', 'ACTED_IN', 'Anwar');False;;False;
('Assim Jamal', 'ACTED_IN', 'Casanovva');False;;False;
('Assim Jamal', 'ACTED_IN', 'Honey Bee');False;;False;
('Assim Jamal', 'ACTED_IN', 'Pakida');False;;False;
('Assim Jamal', 'ACTED_IN', 'Lord Livingstone 7000 Kandi');False;;False;
('Assim Jamal', 'ACTED_IN', 'Anarkali');False;;False;
"(""2015-16 Women'S Ehf Champions League"", 'STAGE', 'Final Four')";False;;False;
('Final Four', 'WEBSITE', 'Final Four Website');False;;False;
('Rotel Tours', 'SUBSIDIARY', 'Georg Höltl Gmbh & Co. Kk');False;;False;
('Rotel Tours', 'OFFERS_TOURS', '6 Continents');False;;False;
('Gertrude Macdonald', 'SPOUSE', 'Alexander Jamieson');True;[('Gertrude Macdonald', 'spouse', 'Alexander Jamieson')];True;[('Gertrude Macdonald', 'MARRIED_TO', 'Alexander Jamieson'), ('Gertrude Macdonald', 'spouse', 'Alexander Jamieson'), ('Gertrude Macdonald', 'alternative label', 'Alexander Jamieson'), ('Gertrude Macdonald', 'alternative label', 'Alexander Jamieson (Mrs.)'), ('Gertrude Macdonald', 'alternative label', 'Mrs. Alexander Jamieson'), ('Gertrude Macdonald', 'married name', 'Jamieson')]
('Portrait Of The Lady Alix Egerton', 'INCLUDED_IN', 'Women Painters Of The World');False;;False;
('Gertrude Macdonald', 'SUBJECT_OF', '1970 Exhibition Catalog');False;;False;
('Alexander Jamieson', 'SUBJECT_OF', '1970 Exhibition Catalog');False;;False;
('Gertrude Macdonald', 'BORN_IN', 'England');True;[('Gertrude Macdonald', 'BORN_IN', 'England')];True;[('Gertrude Macdonald', 'BORN_IN', 'England'), ('Gertrude Macdonald', 'place of birth', 'England')]
('Gertrude Macdonald', 'MOVED_TO', 'Paris');False;;False;
('Gertrude Macdonald', 'MEMBER_OF', '19Th-Century English Women Artists');False;;True;[('Gertrude Macdonald', 'HAS_NATIONALITY', 'English'), ('Gertrude Macdonald', 'languages spoken, written or signed', 'English')]
('Gertrude Macdonald', 'MEMBER_OF', '20Th-Century English Women Artists');False;;True;[('Gertrude Macdonald', 'HAS_NATIONALITY', 'English'), ('Gertrude Macdonald', 'languages spoken, written or signed', 'English')]
('Gertrude Macdonald', 'MEMBER_OF', '19Th-Century English Painters');False;;True;[('Gertrude Macdonald', 'HAS_NATIONALITY', 'English'), ('Gertrude Macdonald', 'HAS_OCCUPATION', 'painter'), ('Gertrude Macdonald', 'occupation', 'painter'), ('Gertrude Macdonald', 'languages spoken, written or signed', 'English'), ('Gertrude Macdonald', 'description', 'English painter')]
('Gertrude Macdonald', 'MEMBER_OF', '20Th-Century English Painters');False;;True;[('Gertrude Macdonald', 'HAS_NATIONALITY', 'English'), ('Gertrude Macdonald', 'HAS_OCCUPATION', 'painter'), ('Gertrude Macdonald', 'occupation', 'painter'), ('Gertrude Macdonald', 'languages spoken, written or signed', 'English'), ('Gertrude Macdonald', 'description', 'English painter')]
('Gertrude Macdonald', 'MEMBER_OF', 'English Women Painters');False;;True;[('Gertrude Macdonald', 'HAS_NATIONALITY', 'English'), ('Gertrude Macdonald', 'HAS_OCCUPATION', 'painter'), ('Gertrude Macdonald', 'occupation', 'painter'), ('Gertrude Macdonald', 'languages spoken, written or signed', 'English')]
('Gertrude Macdonald', 'MEMBER_OF', '20Th-Century Women Painters');False;;True;[('Gertrude Macdonald', 'HAS_OCCUPATION', 'painter'), ('Gertrude Macdonald', 'occupation', 'painter')]
('Gertrude Macdonald', 'SAME_AS', 'Biddy Jamieson');False;;True;[('Gertrude Macdonald', 'alternative label', 'Biddy Macdonald Jamieson'), ('Gertrude Macdonald', 'married name', 'Jamieson')]
('Juan Velarde', 'COMPETES_IN', 'Red Bull Air Race World Championship');False;;False;
('Juan Velarde', 'JOINED', 'Challenger Class');False;;False;
('Juan Velarde', 'PROMOTED_TO', 'Master Class');False;;False;
('Juan Velarde', 'FINISHED_AHEAD_OF', 'François Le Vot');False;;False;
('Juan Velarde', 'TOP_QUALIFIER', 'Spielberg');False;;False;
('Rogers Park', 'MEMBER', 'Yosef Peysin');False;;False;
('Rogers Park', 'MEMBER', 'Mordy Kurtz');False;;False;
('Rogers Park', 'DEBUT_ALBUM', 'The Maggid');False;;False;
('Rogers Park', 'NAMED_AFTER', 'Chicago');False;;True;"[('Rogers Park', 'NAMED_AFTER', 'Rogers Park'), ('Rogers Park', 'location of formation', 'Chicago'), ('Rogers Park', 'instance of', 'community area in Chicago'), ('Rogers Park', 'LOCATED_IN', 'Chicago'), ('Rogers Park', 'LOCATED_IN', 'Chicago'), ('Rogers Park', 'located in the administrative territorial entity', 'Chicago'), ('Rogers Park', 'NAMED_AFTER', 'Phillip Rogers'), ('Rogers Park', ""topic's main category"", 'Category:Rogers Park, Chicago'), ('Rogers Park', 'Commons category', 'Rogers Park, Chicago'), ('Rogers Park', 'reference URL', 'http://homicides.redeyechicago.com/neighborhood/rogers-park/'), ('Rogers Park', 'page banner', 'https://commons.wikimedia.org/wiki/File:Rogers_Park_(Chicago)_banner_Bach_House.jpg'), ('Rogers Park', 'location of formation', 'Chicago'), ('Rogers Park', 'description', 'neighborhood in Chicago'), ('Rogers Park', 'alternative label', 'Rogers Park, Chicago'), ('Rogers Park', 'description', 'Metra train station in Chicago, Illinois, USA'), ('Rogers Park', 'NAMED_AFTER', 'Rogers Park'), ('Rogers Park', 'SET_IN', 'Chicago'), ('Rogers Park', 'narrative location', 'Chicago'), ('Rogers Park', 'OPERATED_BY', 'Chicago Park District'), ('Rogers Park', 'operator', 'Chicago Park District'), ('Rogers Park', 'HAS_WEBSITE', 'https://www.chicagoparkdistrict.com/parks-facilities/rogers-phillip-park'), ('Rogers Park', 'official website', 'https://www.chicagoparkdistrict.com/parks-facilities/rogers-phillip-park')]"
('4-Carboxybenzaldehyde', 'CONTAINS', 'Benzene Ring');False;;False;
('Benzene Ring', 'SUBSTITUTED_WITH', 'Aldehyde');False;;False;
('Benzene Ring', 'SUBSTITUTED_WITH', 'Carboxylic Acid');False;;False;
('4-Carboxybenzaldehyde', 'BYPRODUCT_OF', 'Terephthalic Acid');False;;False;
('Terephthalic Acid', 'PRODUCED_FROM', 'P-Xylene');False;;False;
('Langham Island', 'LOCATED_IN', 'Kankakee River');True;[('Langham Island', 'LOCATED_IN', 'Kankakee River')];True;[('Langham Island', 'LOCATED_IN', 'United States'), ('Langham Island', 'LOCATED_IN', 'Kankakee County'), ('Langham Island', 'LOCATED_IN', 'Kankakee County'), ('Langham Island', 'LOCATED_IN', 'Kankakee River'), ('Langham Island', 'located in or next to body of water', 'Kankakee River')]
